# Force coefficients
# liftDir      : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis    : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf      : 1.00000000e+00
# lRef         : 2.00000000e+00
# Aref         : 2.00000000e+00
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#              
# Time         	Cm             	Cd             	Cl             	Cl(f)          	Cl(r)          
0.02           	-1.50670392e-06	1.64690611e+02	1.99408680e-04	9.81976360e-05	1.01211044e-04
0.04           	2.64258433e-07	7.77317776e+00	-1.11705518e-04	-5.55885008e-05	-5.61170176e-05
0.06           	-6.81947232e-08	-1.10316779e+01	1.18446970e-04	5.91552901e-05	5.92916796e-05
0.08           	-4.32883961e-07	-6.30631192e+00	1.16664696e-04	5.78994638e-05	5.87652317e-05
0.1            	-6.39601852e-07	-1.35621833e+00	-3.60841679e-06	-2.44381025e-06	-1.16460654e-06
0.12           	-6.85426025e-07	1.26904299e+00	1.82949795e-05	8.46206373e-06	9.83291578e-06
0.14           	-6.65975637e-07	2.39260642e+00	-4.02300289e-05	-2.07809901e-05	-1.94490388e-05
0.16           	-6.15181847e-07	2.80271233e+00	-2.42121889e-05	-1.27212763e-05	-1.14909126e-05
0.18           	-5.57962366e-07	2.91368862e+00	-1.28855964e-05	-7.00076055e-06	-5.88483582e-06
0.2            	-5.03698987e-07	2.90677386e+00	-6.28618788e-06	-3.64679293e-06	-2.63939495e-06
0.22           	-4.56238410e-07	2.85932983e+00	-3.01143221e-06	-1.96195451e-06	-1.04947769e-06
0.24           	-4.15520705e-07	2.80080748e+00	-9.37441496e-07	-8.84241453e-07	-5.32000436e-08
0.26           	-3.80885899e-07	2.74118037e+00	-6.62261430e-07	-7.12016614e-07	4.97551839e-08
0.28           	-3.51739684e-07	2.68381437e+00	-2.83616724e-06	-1.76982330e-06	-1.06634394e-06
0.3            	-3.26551913e-07	2.63029687e+00	-1.86336930e-06	-1.25823656e-06	-6.05132736e-07
0.32           	-3.04499120e-07	2.58036325e+00	-1.50583054e-06	-1.05741439e-06	-4.48416151e-07
0.34           	-2.84992361e-07	2.53373756e+00	-1.17004261e-06	-8.70013664e-07	-3.00028943e-07
0.36           	-2.67622739e-07	2.48974757e+00	-9.54924916e-07	-7.45085197e-07	-2.09839719e-07
0.38           	-2.52026224e-07	2.44819250e+00	-7.49758591e-07	-6.26905520e-07	-1.22853071e-07
0.4            	-2.37989788e-07	2.40923616e+00	-7.58517682e-07	-6.17248629e-07	-1.41269053e-07
0.42           	-2.25281446e-07	2.37281479e+00	-7.40017864e-07	-5.95290378e-07	-1.44727486e-07
0.44           	-2.13699008e-07	2.33878790e+00	-6.65761785e-07	-5.46579900e-07	-1.19181885e-07
0.46           	-2.03121172e-07	2.30726537e+00	-5.77724800e-07	-4.91983572e-07	-8.57412285e-08
0.48           	-1.93481477e-07	2.27809587e+00	-5.91925423e-07	-4.89444189e-07	-1.02481235e-07
0.5            	-1.84470063e-07	2.25079109e+00	-8.11568716e-07	-5.90254421e-07	-2.21314295e-07
0.52           	-1.76172861e-07	2.22506457e+00	-7.26050017e-07	-5.39197870e-07	-1.86852147e-07
0.54           	-1.68504247e-07	2.20097722e+00	-7.05156951e-07	-5.21082722e-07	-1.84074228e-07
0.56           	-1.61376414e-07	2.17847911e+00	-7.15249289e-07	-5.19001058e-07	-1.96248230e-07
0.58           	-1.54745467e-07	2.15740825e+00	-7.02966212e-07	-5.06228573e-07	-1.96737639e-07
0.6            	-1.48545355e-07	2.13768105e+00	-7.28096860e-07	-5.12593785e-07	-2.15503075e-07
0.62           	-1.42852554e-07	2.11902263e+00	-6.32091204e-07	-4.58898156e-07	-1.73193048e-07
0.64           	-1.37468521e-07	2.10136854e+00	-6.59741991e-07	-4.67339516e-07	-1.92402475e-07
0.66           	-1.32491565e-07	2.08497988e+00	-6.34041546e-07	-4.49512338e-07	-1.84529208e-07
0.68           	-1.27749237e-07	2.06940311e+00	-1.73869576e-07	-2.14684025e-07	4.08144485e-08
0.7            	-1.23096643e-07	2.05481076e+00	-1.85207006e-07	-2.15700146e-07	3.04931402e-08
0.72           	-1.18742091e-07	2.04127969e+00	-3.39137925e-07	-2.88311054e-07	-5.08268715e-08
0.74           	-1.14341880e-07	2.02861054e+00	-7.15161525e-07	-4.71922643e-07	-2.43238882e-07
0.76           	-1.10142617e-07	2.01656619e+00	-4.13334971e-07	-3.16810102e-07	-9.65248688e-08
0.78           	-1.06256686e-07	2.00518733e+00	-4.35195927e-07	-3.23854649e-07	-1.11341278e-07
0.8            	-1.02408783e-07	1.99444372e+00	-4.28085837e-07	-3.16451702e-07	-1.11634136e-07
0.82           	-9.87406153e-08	1.98429411e+00	-3.83898595e-07	-2.90689913e-07	-9.32086822e-08
0.84           	-9.51314669e-08	1.97483686e+00	-2.97268665e-07	-2.43765799e-07	-5.35028655e-08
0.86           	-9.13504057e-08	1.96593714e+00	1.92453831e-08	-8.17277141e-08	1.00973097e-07
0.88           	-8.93634869e-08	1.95751829e+00	-4.18720601e-07	-2.98723787e-07	-1.19996813e-07
0.9            	-1.64025296e-07	1.94967447e+00	-4.66422415e-07	-3.97236503e-07	-6.91859114e-08
0.92           	-5.01225632e-08	1.94214061e+00	-4.82145878e-08	-7.42298571e-08	2.60152693e-08
0.94           	-9.54019435e-08	1.93503304e+00	-5.80030355e-07	-3.85417121e-07	-1.94613234e-07
0.96           	-1.64571449e-07	1.92828249e+00	-1.30757215e-06	-8.18357523e-07	-4.89214625e-07
0.98           	-6.35065763e-07	1.92193714e+00	-2.47868129e-06	-1.87440641e-06	-6.04274882e-07
1              	2.45465985e-07	1.91600349e+00	-9.25824671e-07	-2.17446350e-07	-7.08378321e-07
1.02           	3.70001887e-07	1.91020750e+00	9.68662350e-07	8.54333062e-07	1.14329288e-07
1.04           	5.17170181e-07	1.90483370e+00	1.50514570e-06	1.26974303e-06	2.35402668e-07
1.06           	4.73661599e-07	1.89980773e+00	2.02401116e-06	1.48566718e-06	5.38343983e-07
1.08           	4.23551477e-07	1.89514857e+00	1.52618864e-06	1.18664580e-06	3.39542842e-07
1.1            	4.31566348e-07	1.89068833e+00	1.86081472e-06	1.36197371e-06	4.98841013e-07
1.12           	9.82992756e-07	1.88638377e+00	3.29564424e-06	2.63081487e-06	6.64829362e-07
1.14           	1.55141691e-06	1.88235888e+00	5.56320416e-06	4.33301899e-06	1.23018517e-06
1.16           	1.59838860e-06	1.87870700e+00	5.83441709e-06	4.51559715e-06	1.31881995e-06
1.18           	7.79671618e-07	1.87486005e+00	2.56610727e-06	2.06272525e-06	5.03382015e-07
1.2            	7.00240238e-07	1.87150797e+00	1.38150641e-06	1.39099344e-06	-9.48703557e-09
1.22           	1.03179189e-06	1.86815661e+00	2.76301529e-06	2.41329954e-06	3.49715757e-07
1.24           	1.28174463e-06	1.86514567e+00	3.92471340e-06	3.24410133e-06	6.80612065e-07
1.26           	1.44020091e-06	1.86229160e+00	4.08146953e-06	3.48093568e-06	6.00533853e-07
1.28           	1.58031217e-06	1.85961463e+00	6.11125221e-06	4.63593828e-06	1.47531393e-06
1.3            	1.70017847e-06	1.85700933e+00	6.66099568e-06	5.03067631e-06	1.63031936e-06
1.32           	1.68271563e-06	1.85475317e+00	7.03904580e-06	5.20223853e-06	1.83680727e-06
1.34           	-1.42313382e-06	1.85199794e+00	-3.76110194e-06	-3.30368479e-06	-4.57417149e-07
1.36           	-1.36097699e-06	1.84988324e+00	-3.45034047e-06	-3.08614723e-06	-3.64193249e-07
1.38           	-1.16259040e-06	1.84777590e+00	-2.99621450e-06	-2.66069765e-06	-3.35516846e-07
1.4            	-1.24278493e-06	1.84580382e+00	-3.19503035e-06	-2.84030011e-06	-3.54730239e-07
1.42           	-1.18440457e-06	1.84396757e+00	-3.15127378e-06	-2.76004146e-06	-3.91232324e-07
1.44           	-1.06473623e-06	1.84223818e+00	-2.75173949e-06	-2.44060597e-06	-3.11133517e-07
1.46           	-9.92743273e-07	1.84057948e+00	-2.55779785e-06	-2.27164220e-06	-2.86155653e-07
1.48           	-9.23061893e-07	1.83914409e+00	-2.38823694e-06	-2.11718036e-06	-2.71056575e-07
1.5            	-8.54993451e-07	1.83748384e+00	-2.26110559e-06	-1.98554625e-06	-2.75559344e-07
1.52           	-7.82428371e-07	1.83603108e+00	-2.14848994e-06	-1.85667334e-06	-2.91816599e-07
1.54           	-6.97354549e-07	1.83469366e+00	-1.98592510e-06	-1.69031710e-06	-2.95607999e-07
1.56           	-6.51522049e-07	1.83333197e+00	-1.91554247e-06	-1.60929328e-06	-3.06249185e-07
1.58           	-5.77828055e-07	1.83218892e+00	-2.09494538e-06	-1.62530074e-06	-4.69644633e-07
1.6            	-5.05708624e-07	1.83103165e+00	-1.83082172e-06	-1.42111948e-06	-4.09702236e-07
1.62           	-4.35519383e-07	1.82990992e+00	-1.58219508e-06	-1.22661692e-06	-3.55578156e-07
1.64           	-3.66647138e-07	1.82890709e+00	-1.37588303e-06	-1.05458865e-06	-3.21294379e-07
1.66           	-2.97645570e-07	1.82796219e+00	-1.10217986e-06	-8.48735499e-07	-2.53444359e-07
1.68           	-2.30365125e-07	1.82689083e+00	-8.48920568e-07	-6.54825409e-07	-1.94095159e-07
1.7            	-1.68524827e-07	1.82587512e+00	-5.55925412e-07	-4.46487533e-07	-1.09437879e-07
1.72           	-1.04436454e-07	1.82501265e+00	-4.31395158e-07	-3.20134033e-07	-1.11261125e-07
1.74           	-4.78904808e-08	1.82414349e+00	-2.94418658e-07	-1.95099810e-07	-9.93188484e-08
1.76           	3.53314546e-09	1.82326985e+00	-4.20121964e-08	-1.74729527e-08	-2.45392437e-08
1.78           	4.77944572e-08	1.82242976e+00	3.29313346e-07	2.12451130e-07	1.16862216e-07
1.8            	8.43627893e-08	1.82165345e+00	2.86412980e-07	2.27569279e-07	5.88437007e-08
1.82           	1.21282525e-07	1.82088309e+00	4.72668022e-07	3.57616536e-07	1.15051487e-07
