# Force coefficients
# liftDir      : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis    : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf      : 1.00000000e+00
# lRef         : 2.00000000e+00
# Aref         : 2.00000000e+00
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#              
# Time         	Cm             	Cd             	Cl             	Cl(f)          	Cl(r)          
0.02           	-1.12124354e-06	1.62275942e+02	1.94646032e-04	9.62017727e-05	9.84442598e-05
0.04           	4.85551493e-07	7.46534064e+00	-8.64858073e-05	-4.27573522e-05	-4.37284552e-05
0.06           	2.03045631e-07	-1.18885191e+01	9.74292905e-05	4.89176909e-05	4.85115996e-05
0.08           	-1.35351387e-07	-7.11956344e+00	1.04333135e-04	5.20312160e-05	5.23019188e-05
0.1            	-3.39049035e-07	-2.10485320e+00	-4.40051766e-06	-2.53930786e-06	-1.86120980e-06
0.12           	-4.02604579e-07	6.08247735e-01	1.75959973e-05	8.39539409e-06	9.20060325e-06
0.14           	-4.07061358e-07	1.80874796e+00	-3.60600684e-05	-1.84370956e-05	-1.76229728e-05
0.16           	-3.80080549e-07	2.27561514e+00	-2.17653672e-05	-1.12627641e-05	-1.05026030e-05
0.18           	-3.44093636e-07	2.42631190e+00	-1.19779173e-05	-6.33305228e-06	-5.64486501e-06
0.2            	-3.08393458e-07	2.45003693e+00	-5.99413976e-06	-3.30546334e-06	-2.68867642e-06
0.22           	-2.76705610e-07	2.42718580e+00	-3.80183339e-06	-2.17762231e-06	-1.62421109e-06
0.24           	-2.49809832e-07	2.38839030e+00	-1.62901921e-06	-1.06431944e-06	-5.64699772e-07
0.26           	-2.27221915e-07	2.34471090e+00	-1.13279737e-06	-7.93620602e-07	-3.39176772e-07
0.28           	-2.08917193e-07	2.30076539e+00	-2.19172004e-06	-1.30477721e-06	-8.86942826e-07
0.3            	-1.93527996e-07	2.25819229e+00	-2.21020733e-06	-1.29863166e-06	-9.11575668e-07
0.32           	-1.80409566e-07	2.21774118e+00	-1.97194288e-06	-1.16638101e-06	-8.05561876e-07
0.34           	-1.69014729e-07	2.17940298e+00	-1.54604235e-06	-9.42035902e-07	-6.04006444e-07
0.36           	-1.58968012e-07	2.14386045e+00	-1.21192411e-06	-7.64930065e-07	-4.46994041e-07
0.38           	-1.49999921e-07	2.11074978e+00	-1.12156904e-06	-7.10784440e-07	-4.10784597e-07
0.4            	-1.41888628e-07	2.07952716e+00	-1.05920841e-06	-6.71492831e-07	-3.87715575e-07
0.42           	-1.34525273e-07	2.05029133e+00	-9.78118328e-07	-6.23584437e-07	-3.54533891e-07
0.44           	-1.27844554e-07	2.02286314e+00	-8.64167139e-07	-5.59928123e-07	-3.04239016e-07
0.46           	-1.21726674e-07	1.99718152e+00	-7.83413114e-07	-5.13433231e-07	-2.69979883e-07
0.48           	-1.16106332e-07	1.97325819e+00	-9.70535052e-07	-6.01373858e-07	-3.69161194e-07
0.5            	-1.10949349e-07	1.95087876e+00	-7.11032731e-07	-4.66465714e-07	-2.44567017e-07
0.52           	-1.06197342e-07	1.93012687e+00	-7.40230482e-07	-4.76312583e-07	-2.63917899e-07
0.54           	-1.01807831e-07	1.91060134e+00	-6.65562606e-07	-4.34589134e-07	-2.30973473e-07
0.56           	-9.77516172e-08	1.89245809e+00	-8.01076838e-07	-4.98290036e-07	-3.02786802e-07
0.58           	-9.39998593e-08	1.87540725e+00	-9.10770917e-07	-5.49385318e-07	-3.61385599e-07
0.6            	-9.05467490e-08	1.85931718e+00	-7.39742288e-07	-4.60417893e-07	-2.79324395e-07
0.62           	-8.73898910e-08	1.84425877e+00	-7.57299348e-07	-4.66039565e-07	-2.91259783e-07
0.64           	-8.43557704e-08	1.83009837e+00	-7.33236287e-07	-4.50973914e-07	-2.82262373e-07
0.66           	-8.15842411e-08	1.81711602e+00	-7.03796278e-07	-4.33482380e-07	-2.70313898e-07
0.68           	-7.88550085e-08	1.80498149e+00	-6.81135028e-07	-4.19422523e-07	-2.61712506e-07
0.7            	-7.63367696e-08	1.79376237e+00	-3.83894352e-07	-2.68283946e-07	-1.15610406e-07
0.72           	-7.37965324e-08	1.78311346e+00	-2.99504604e-07	-2.23548834e-07	-7.59557694e-08
0.74           	-7.17374400e-08	1.77342339e+00	-2.87691385e-07	-2.15583133e-07	-7.21082527e-08
0.76           	-6.99948392e-08	1.76425395e+00	2.16529750e-09	-6.89121904e-08	7.10774879e-08
0.78           	-6.77743965e-08	1.75590740e+00	-6.82893367e-08	-1.01919065e-07	3.36297281e-08
0.8            	-6.60029701e-08	1.74802645e+00	6.30940352e-08	-3.44559525e-08	9.75499877e-08
0.82           	-6.42998594e-08	1.74063672e+00	-3.33291757e-07	-2.30945738e-07	-1.02346019e-07
0.84           	-6.24163318e-08	1.73356483e+00	-4.15391021e-07	-2.70111842e-07	-1.45279179e-07
0.86           	-1.17550639e-07	1.72692754e+00	-5.41628442e-07	-3.88364860e-07	-1.53263582e-07
0.88           	-2.66945435e-07	1.72072057e+00	-1.01174903e-06	-7.72819952e-07	-2.38929083e-07
0.9            	-4.01965792e-07	1.71505946e+00	-1.44266509e-06	-1.12329834e-06	-3.19366755e-07
0.92           	-5.25052533e-07	1.70980247e+00	-1.81799522e-06	-1.43405015e-06	-3.83945080e-07
0.94           	-4.46319853e-07	1.70494829e+00	-1.54301081e-06	-1.21782526e-06	-3.25185552e-07
0.96           	-3.59917619e-07	1.70062212e+00	-1.42524605e-06	-1.07254064e-06	-3.52705406e-07
0.98           	-9.09083094e-08	1.69610461e+00	-1.49765957e-06	-8.39738095e-07	-6.57921476e-07
1              	5.03582266e-07	1.69217368e+00	1.35303229e-06	1.18009841e-06	1.72933880e-07
1.02           	5.35919300e-07	1.68844167e+00	1.46553202e-06	1.26868531e-06	1.96846709e-07
1.04           	-1.97735606e-07	1.68510195e+00	-5.85096454e-07	-4.90283834e-07	-9.48126207e-08
1.06           	-2.36155460e-07	1.68215298e+00	-1.91285958e-06	-1.19258525e-06	-7.20274332e-07
1.08           	1.11331846e-07	1.67909558e+00	5.12004222e-08	1.36932057e-07	-8.57316350e-08
1.1            	2.14402001e-07	1.67647147e+00	4.94619744e-07	4.61711873e-07	3.29078708e-08
1.12           	1.05857935e-06	1.67416972e+00	3.13715791e-06	2.62715830e-06	5.09999606e-07
1.14           	1.84685797e-06	1.67176370e+00	5.84419051e-06	4.76895322e-06	1.07523729e-06
1.16           	1.79832849e-06	1.66981563e+00	6.96964925e-06	5.28315311e-06	1.68649614e-06
1.18           	1.59553746e-06	1.66773546e+00	5.62465154e-06	4.40786323e-06	1.21678832e-06
1.2            	1.40064303e-06	1.66598764e+00	4.97971073e-06	3.89049840e-06	1.08921234e-06
1.22           	1.30297095e-06	1.66441335e+00	5.26535385e-06	3.93564787e-06	1.32970598e-06
1.24           	1.15354200e-06	1.66301527e+00	4.95062206e-06	3.62885303e-06	1.32176903e-06
1.26           	2.34996172e-06	1.66179488e+00	8.90983922e-06	6.80488133e-06	2.10495789e-06
1.28           	-1.03136700e-06	1.66065911e+00	-2.65951814e-06	-2.36112607e-06	-2.98392074e-07
1.3            	-1.04025543e-06	1.65964428e+00	-3.33463540e-06	-2.70757313e-06	-6.27062273e-07
1.32           	-1.02237736e-06	1.65850627e+00	-2.81137716e-06	-2.42806593e-06	-3.83311224e-07
1.34           	-1.11472259e-06	1.65788530e+00	-3.10232140e-06	-2.66588329e-06	-4.36438110e-07
1.36           	-1.01317293e-06	1.65671910e+00	-3.00765715e-06	-2.51700150e-06	-4.90655651e-07
1.38           	-8.29399213e-07	1.65600968e+00	-2.64853923e-06	-2.15366883e-06	-4.94870403e-07
1.4            	-6.60712035e-07	1.65541858e+00	-2.23342323e-06	-1.77742365e-06	-4.55999579e-07
1.42           	-5.02045387e-07	1.65497688e+00	-1.23509784e-06	-1.11959431e-06	-1.15503533e-07
1.44           	-3.94377343e-07	1.65487215e+00	-1.23627201e-06	-1.01251335e-06	-2.23758660e-07
1.46           	-3.14482451e-07	1.65436171e+00	-9.76038139e-07	-8.02501520e-07	-1.73536619e-07
1.48           	-2.57208701e-07	1.65380293e+00	-7.50772531e-07	-6.32594967e-07	-1.18177564e-07
1.5            	-2.12545526e-07	1.65381161e+00	-5.13629526e-07	-4.69360289e-07	-4.42692366e-08
1.52           	-1.76386084e-07	1.65395717e+00	-5.18650940e-07	-4.35711554e-07	-8.29393865e-08
1.54           	-1.45943214e-07	1.65349524e+00	-4.86073556e-07	-3.88979992e-07	-9.70935637e-08
1.56           	-1.19636700e-07	1.65343995e+00	-2.22980023e-07	-2.31126711e-07	8.14668880e-09
1.58           	-1.55197513e-07	1.65346202e+00	-4.74944345e-07	-3.92669686e-07	-8.22746592e-08
1.6            	-1.92207689e-07	1.65352477e+00	-5.56936268e-07	-4.70675823e-07	-8.62604448e-08
1.62           	-2.18512213e-07	1.65364667e+00	-5.78714760e-07	-5.07869594e-07	-7.08451667e-08
1.64           	-2.30299793e-07	1.65424691e+00	-6.28770068e-07	-5.44684827e-07	-8.40852405e-08
1.66           	-1.78731721e-07	1.65381113e+00	-6.05157531e-07	-4.81310487e-07	-1.23847044e-07
1.68           	-1.80918383e-07	1.65384498e+00	-9.48391178e-08	-2.28337942e-07	1.33498824e-07
1.7            	-1.51844339e-07	1.65406108e+00	-4.98083449e-07	-4.00886063e-07	-9.71973860e-08
1.72           	-1.16118779e-07	1.65427901e+00	-2.19843400e-07	-2.26040479e-07	6.19707934e-09
1.74           	-7.60963550e-08	1.65450756e+00	-1.28149574e-08	-8.25038337e-08	6.96888763e-08
1.76           	-3.36293327e-08	1.65476529e+00	1.51472119e-07	4.21067269e-08	1.09365392e-07
1.78           	1.01017231e-08	1.65495051e+00	-8.85379700e-08	-3.41672619e-08	-5.43707081e-08
1.8            	4.57984017e-08	1.65529489e+00	5.51329239e-07	3.21463021e-07	2.29866218e-07
1.82           	7.44185507e-08	1.65567306e+00	7.47658365e-07	4.48247733e-07	2.99410632e-07
1.84           	9.59378177e-08	1.65572766e+00	9.92218288e-07	5.92046962e-07	4.00171326e-07
1.86           	4.07930555e-08	1.65636464e+00	1.02511266e-06	5.53349385e-07	4.71763274e-07
1.88           	-2.71503443e-08	1.65634163e+00	5.46103006e-07	2.45901159e-07	3.00201847e-07
1.9            	-1.11537181e-07	1.65677793e+00	6.91630185e-07	2.34277911e-07	4.57352274e-07
1.92           	-1.93563324e-07	1.65681774e+00	7.39874969e-08	-1.56569576e-07	2.30557073e-07
1.94           	-2.62989509e-07	1.65704159e+00	1.23655763e-07	-2.01161628e-07	3.24817391e-07
1.96           	-3.18402541e-07	1.65738934e+00	-5.34663564e-07	-5.85734323e-07	5.10707589e-08
1.98           	-3.66516220e-07	1.65760088e+00	-7.69100279e-07	-7.51066360e-07	-1.80339193e-08
2              	-3.82032905e-07	1.65787582e+00	-7.04365358e-07	-7.34215584e-07	2.98502260e-08
2.02           	-3.90499136e-07	1.65833947e+00	-7.80435187e-07	-7.80716730e-07	2.81542747e-10
2.04           	-3.22844755e-07	1.65841006e+00	-6.64290697e-07	-6.54990103e-07	-9.30059364e-09
2.06           	-2.47135154e-07	1.65869148e+00	-5.36943558e-07	-5.15606933e-07	-2.13366249e-08
2.08           	-1.86586014e-07	1.65904079e+00	-6.13592088e-07	-4.93382058e-07	-1.20210030e-07
2.1            	-1.24469019e-07	1.65926946e+00	-3.11622400e-07	-2.80280219e-07	-3.13421813e-08
2.12           	-7.11285305e-08	1.65947136e+00	1.19252408e-07	-1.15023266e-08	1.30754734e-07
2.14           	-2.72876752e-08	1.65967333e+00	-1.63617653e-09	-2.81057634e-08	2.64695869e-08
2.16           	7.68624118e-09	1.65991374e+00	1.40187114e-07	7.77797983e-08	6.24073159e-08
2.18           	3.49056131e-08	1.66015643e+00	1.72908055e-07	1.21359640e-07	5.15484142e-08
2.2            	5.65831962e-08	1.66044462e+00	3.58308099e-07	2.35737246e-07	1.22570853e-07
2.22           	7.28161237e-08	1.66086748e+00	4.36267923e-07	2.90950085e-07	1.45317838e-07
2.24           	8.44525398e-08	1.66077193e+00	4.48176413e-07	3.08540746e-07	1.39635667e-07
2.26           	9.25032580e-08	1.66093528e+00	9.86608800e-07	5.85807658e-07	4.00801142e-07
2.28           	9.73771410e-08	1.66114213e+00	5.07236124e-07	3.50995203e-07	1.56240921e-07
2.3            	9.96953226e-08	1.66136170e+00	7.22474993e-07	4.60932819e-07	2.61542174e-07
2.32           	9.99477350e-08	1.66161840e+00	8.05457723e-07	5.02676596e-07	3.02781126e-07
2.34           	9.85104359e-08	1.66204971e+00	6.89114586e-07	4.43067729e-07	2.46046857e-07
2.36           	9.52332013e-08	1.66183883e+00	6.73402743e-07	4.31934573e-07	2.41468170e-07
2.38           	9.09681753e-08	1.66190786e+00	1.06677255e-06	6.24354452e-07	4.42418102e-07
2.4            	8.61039311e-08	1.66227053e+00	5.99580679e-07	3.85894271e-07	2.13686409e-07
2.42           	8.09002917e-08	1.66249621e+00	6.02748383e-07	3.82274483e-07	2.20473900e-07
2.44           	7.59595621e-08	1.66267622e+00	2.32787411e-07	1.92353268e-07	4.04341435e-08
2.46           	7.08850455e-08	1.66278398e+00	2.90273826e-07	2.16021959e-07	7.42518677e-08
2.48           	6.69365186e-08	1.66302858e+00	2.11929143e-07	1.72901090e-07	3.90280531e-08
2.5            	6.25482332e-08	1.66323541e+00	1.23553348e-07	1.24324907e-07	-7.71559178e-10
2.52           	5.76085762e-08	1.66344855e+00	1.51453322e-07	1.33335237e-07	1.81180849e-08
2.54           	5.20805580e-08	1.66381844e+00	1.17021384e-07	1.10591250e-07	6.43013400e-09
2.56           	4.60283942e-08	1.66394030e+00	1.00788601e-08	5.10678243e-08	-4.09889642e-08
2.58           	3.94952846e-08	1.66404080e+00	2.23912602e-07	1.51451586e-07	7.24610163e-08
2.6            	3.26821621e-08	1.66430696e+00	1.38173222e-07	1.01768773e-07	3.64044487e-08
2.62           	2.56547977e-08	1.66452149e+00	7.88354490e-09	2.95965702e-08	-2.17130253e-08
2.64           	1.85287722e-08	1.66472921e+00	1.41217296e-07	8.91374199e-08	5.20798756e-08
2.66           	1.13694088e-08	1.66501366e+00	1.82590651e-07	1.02664734e-07	7.99259167e-08
2.68           	4.27728946e-09	1.66527164e+00	-8.59986380e-08	-3.87220295e-08	-4.72766085e-08
2.7            	-2.83482459e-09	1.66550539e+00	1.13299335e-07	5.38148429e-08	5.94844921e-08
2.72           	-9.85388428e-09	1.66578450e+00	3.86003606e-08	9.44629603e-09	2.91540646e-08
2.74           	-1.67743539e-08	1.66610534e+00	6.56676179e-08	1.60594550e-08	4.96081629e-08
2.76           	-2.35375892e-08	1.66650133e+00	7.35091520e-08	1.32169868e-08	6.02921652e-08
2.78           	-3.01835270e-08	1.66686544e+00	5.18694240e-08	-4.24881502e-09	5.61182391e-08
2.8            	-3.67731499e-08	1.66732320e+00	-2.10391359e-08	-4.72927178e-08	2.62535820e-08
2.82           	-4.30599155e-08	1.66770197e+00	-7.64196482e-08	-8.12697396e-08	4.85009142e-09
2.84           	-4.87331670e-08	1.66788137e+00	-7.18630108e-08	-8.46646725e-08	1.28016616e-08
2.86           	-5.37818086e-08	1.66831983e+00	-8.17587045e-07	-4.62575331e-07	-3.55011714e-07
2.88           	-5.83579699e-08	1.66878970e+00	-8.23902799e-08	-9.95531098e-08	1.71628299e-08
2.9            	-6.22058099e-08	1.66931632e+00	7.44488719e-07	3.10038550e-07	4.34450169e-07
2.92           	-6.39925897e-08	1.66967732e+00	-2.46218510e-07	-1.87101845e-07	-5.91166651e-08
2.94           	-6.54056320e-08	1.67015966e+00	-9.03227780e-07	-5.17019522e-07	-3.86208258e-07
2.96           	-6.66982936e-08	1.67041114e+00	1.45794189e-08	-5.94085842e-08	7.39880031e-08
2.98           	-6.77556970e-08	1.67085987e+00	-2.79709462e-08	-8.17411701e-08	5.37702239e-08
3              	-6.83284427e-08	1.67133522e+00	2.00976918e-09	-6.73235581e-08	6.93333273e-08
3.02           	-6.83081972e-08	1.67184774e+00	-3.08344774e-08	-8.37254359e-08	5.28909585e-08
3.04           	-6.75008763e-08	1.67244363e+00	3.04512913e-08	-5.22752307e-08	8.27265220e-08
3.06           	-6.59493166e-08	1.67298338e+00	2.63984166e-08	-5.27501083e-08	7.91485249e-08
3.08           	-6.22923250e-08	1.67361043e+00	-2.25461320e-07	-1.75022985e-07	-5.04383348e-08
3.1            	-5.62885305e-08	1.67412530e+00	-2.33567257e-07	-1.73072159e-07	-6.04950979e-08
3.12           	-4.83350315e-08	1.67471689e+00	-2.06272233e-07	-1.51471148e-07	-5.48010851e-08
3.14           	-3.92262568e-08	1.67548175e+00	-1.69777505e-07	-1.24115009e-07	-4.56624956e-08
3.16           	-2.94867115e-08	1.67612960e+00	-1.56355367e-07	-1.07664395e-07	-4.86909722e-08
3.18           	-1.96227390e-08	1.67680529e+00	-5.20618297e-08	-4.56536539e-08	-6.40817587e-09
3.2            	-1.01175220e-08	1.67754730e+00	-3.05876995e-08	-2.54113717e-08	-5.17632780e-09
3.22           	-1.22546426e-09	1.67828768e+00	7.38626274e-09	2.46766711e-09	4.91859563e-09
3.24           	6.84695276e-09	1.67928953e+00	4.47957323e-08	2.92448189e-08	1.55509134e-08
3.26           	1.40500510e-08	1.67967397e+00	6.79329795e-07	3.53714949e-07	3.25614847e-07
3.28           	2.03005420e-08	1.68050623e+00	-9.49869349e-07	-4.54634133e-07	-4.95235217e-07
3.3            	2.56233451e-08	1.68129720e+00	1.66785711e-08	3.39626307e-08	-1.72840596e-08
3.32           	3.00850083e-08	1.68205025e+00	-9.14483802e-08	-1.56391818e-08	-7.58091984e-08
3.34           	3.37951483e-08	1.68280343e+00	-8.67632994e-08	-9.58650139e-09	-7.71767980e-08
3.36           	3.68211129e-08	1.68348397e+00	-1.27672392e-07	-2.70150829e-08	-1.00657309e-07
3.38           	3.92326842e-08	1.68425277e+00	-2.21888579e-07	-7.17116051e-08	-1.50176973e-07
